,workclass
15572, Private
15573, Private
15574, Private
15575, Private
15576, Self-emp-not-inc
15577, Local-gov
15578, Private
15579, ?
15580, ?
15581, Private
15582, Private
15583, Private
15584, ?
15585, Federal-gov
15586, Private
15587, Private
15588, Self-emp-inc
15589, Private
15590, Private
15591, Local-gov
15592, Private
15593, Private
15594, Private
15595, Self-emp-not-inc
15596, ?
15597, Private
15598, ?
15599, Private
15600, Self-emp-not-inc
15601, Private
15602, Private
15603, Private
15604, Private
15605, Self-emp-not-inc
15606, Private
15607, Private
15608, Private
15609, Private
15610, Private
15611, Private
15612, Private
15613, Local-gov
15614, Private
15615, Private
15616, ?
15617, Private
15618, Local-gov
15619, Private
15620, Private
15621, Private
15622, Private
15623, Private
15624, Private
15625, Local-gov
15626, Private
15627, Private
15628, Private
15629, Private
15630, Private
15631, State-gov
15632, Private
15633, Private
15634, Private
15635, Private
15636, Private
15637, Private
15638, Private
15639, Private
15640, Private
15641, Self-emp-not-inc
15642, Private
15643, ?
15644, Private
15645, Private
15646, Private
15647, Private
15648, Self-emp-not-inc
15649, Federal-gov
15650, Self-emp-not-inc
15651, Private
15652, Private
15653, Private
15654, Private
15655, Private
15656, Private
15657, Private
15658, Federal-gov
15659, Local-gov
15660, Self-emp-inc
15661, Private
15662, Private
15663, Federal-gov
15664, Federal-gov
15665, Private
15666, Private
15667, Private
15668, Federal-gov
15669, Private
15670, Private
15671, Private
15672, Self-emp-not-inc
15673, Private
15674, ?
15675, Private
15676, Private
15677, Private
15678, Self-emp-not-inc
15679, Local-gov
15680, Private
15681, Private
15682, Private
15683, Local-gov
15684, Self-emp-not-inc
15685, ?
15686, Private
15687, Private
15688, Self-emp-not-inc
15689, Private
15690, Private
15691, Private
15692, Self-emp-inc
15693, Self-emp-not-inc
15694, Private
15695, Without-pay
15696, ?
15697, Private
15698, Private
15699, Private
15700, Private
15701, Private
15702, Private
15703, Private
15704, Private
15705, Self-emp-not-inc
15706, Self-emp-not-inc
15707, Self-emp-not-inc
15708, Self-emp-inc
15709, Self-emp-not-inc
15710, Self-emp-not-inc
15711, Private
15712, Private
15713, Self-emp-inc
15714, Private
15715, Private
15716, Private
15717, Private
15718, Private
15719, Self-emp-not-inc
15720, Self-emp-not-inc
15721, Private
15722, Private
15723, Private
15724, Private
15725, Private
15726, Private
15727, State-gov
15728, Private
15729, Private
15730, Local-gov
15731, Self-emp-inc
15732, Self-emp-not-inc
15733, Private
15734, Federal-gov
15735, Federal-gov
15736, Federal-gov
15737, Self-emp-inc
15738, Private
15739, Private
15740, Local-gov
15741, Federal-gov
15742, Private
15743, ?
15744, Private
15745, Self-emp-inc
15746, Private
15747, Private
15748, Private
15749, Federal-gov
15750, Private
15751, Private
15752, Private
15753, Private
15754, Private
15755, Private
15756, Private
15757, Local-gov
15758, Private
15759, Private
15760, State-gov
15761, Private
15762, Local-gov
15763, Private
15764, Private
15765, Private
15766, Private
15767, Private
15768, Private
15769, Local-gov
15770, Private
15771, Private
15772, Private
15773, ?
15774, Private
15775, Self-emp-not-inc
15776, Self-emp-inc
15777, Private
15778, ?
15779, State-gov
15780, Local-gov
15781, Private
15782, ?
15783, Federal-gov
15784, Private
15785, Private
15786, Self-emp-not-inc
15787, Private
15788, Private
15789, Private
15790, Self-emp-not-inc
15791, Private
15792, Self-emp-not-inc
15793, Private
15794, Private
15795, Self-emp-not-inc
15796, Private
15797, Private
15798, Private
15799, Private
15800, Private
15801, Private
15802, Local-gov
15803, Private
15804, Private
15805, Local-gov
15806, Self-emp-inc
15807, Private
15808, Private
15809, Self-emp-not-inc
15810, Private
15811, Private
15812, Private
15813, Federal-gov
15814, State-gov
15815, Private
15816, Private
15817, Private
15818, Private
15819, Private
15820, Private
15821, Private
15822, Private
15823, Private
15824, Private
15825, Private
15826, Private
15827, Self-emp-not-inc
15828, Private
15829, Private
15830, Private
15831, Private
15832, State-gov
15833, Private
15834, Private
15835, Private
15836, Private
15837, Private
15838, Private
15839, Private
15840, Private
15841, Private
15842, Private
15843, Private
15844, Self-emp-not-inc
15845, Private
15846, ?
15847, Local-gov
15848, Local-gov
15849, Private
15850, Private
15851, Private
15852, Private
15853, Private
15854, Private
15855, Private
15856, Self-emp-not-inc
15857, Self-emp-not-inc
15858, Private
15859, Private
15860, ?
15861, Private
15862, Private
15863, Private
15864, Self-emp-not-inc
15865, Private
15866, State-gov
15867, State-gov
15868, Federal-gov
15869, Self-emp-not-inc
15870, Private
15871, ?
15872, State-gov
15873, Private
15874, Private
15875, Private
15876, State-gov
15877, Private
15878, Private
15879, Private
15880, Private
15881, Private
15882, Private
15883, Private
15884, Private
15885, Private
15886, Self-emp-not-inc
15887, Private
15888, Private
15889, Federal-gov
15890, Private
15891, Private
15892, Private
15893, Federal-gov
15894, Private
15895, Private
15896, Private
15897, Private
15898, Private
15899, Private
15900, Federal-gov
15901, Private
15902, Federal-gov
15903, Local-gov
15904, Local-gov
15905, Self-emp-not-inc
15906, Private
15907, Private
15908, Local-gov
15909, Private
15910, Private
15911, ?
15912, Private
15913, Private
15914, Private
15915, Self-emp-not-inc
15916, Private
15917, Private
15918, Private
15919, Private
15920, Private
15921, Private
15922, Private
15923, Private
15924, Private
15925, Private
15926, Private
15927, Private
15928, Private
15929, Private
15930, Private
15931, Private
15932, Private
15933, Private
15934, Self-emp-not-inc
15935, Private
15936, Private
15937, State-gov
15938, Self-emp-not-inc
15939, Private
15940, State-gov
15941, Private
15942, Private
15943, Private
15944, Private
15945, Private
15946, Federal-gov
15947, Local-gov
15948, State-gov
15949, Private
15950, Self-emp-not-inc
15951, Private
15952, Private
15953, Private
15954, Private
15955, Private
15956, Private
15957, Private
15958, Self-emp-not-inc
15959, Self-emp-not-inc
15960, ?
15961, Local-gov
15962, Private
15963, Private
15964, Private
15965, Private
15966, Private
15967, Private
15968, Private
15969, Private
15970, Private
15971, Self-emp-not-inc
15972, Private
15973, Private
15974, Private
15975, Private
15976, Private
15977, Private
15978, Private
15979, Private
15980, Private
15981, Self-emp-not-inc
15982, Private
15983, Private
15984, Local-gov
15985, Private
15986, Private
15987, Private
15988, Local-gov
15989, Private
15990, Self-emp-not-inc
15991, Private
15992, Private
15993, Local-gov
15994, Private
15995, Private
15996, Self-emp-not-inc
15997, Self-emp-inc
15998, Federal-gov
15999, ?
16000, Private
16001, Private
16002, Private
16003, Private
16004, ?
16005, Private
16006, Private
16007, State-gov
16008, State-gov
16009, Private
16010, Private
16011, Private
16012, Private
16013, Private
16014, Private
16015, Private
16016, Private
16017, Private
16018, Private
16019, ?
16020, Private
16021, Private
16022, Private
16023, Private
16024, Private
16025, Self-emp-not-inc
16026, Private
16027, Self-emp-not-inc
16028, Local-gov
16029, State-gov
16030, Private
16031, Private
16032, Private
16033, Private
16034, Private
16035, Private
16036, Private
16037, Private
16038, Private
16039, Local-gov
16040, Self-emp-not-inc
16041, Private
16042, Federal-gov
16043, Private
16044, Private
16045, Self-emp-inc
16046, Private
16047, Private
16048, Private
16049, Private
16050, Self-emp-inc
16051, Private
16052, Private
16053, Private
16054, State-gov
16055, Private
16056, Private
16057, Private
16058, Self-emp-not-inc
16059, Private
16060, Local-gov
16061, Private
16062, Private
16063, ?
16064, Private
16065, ?
16066, Private
16067, Private
16068, Private
16069, Private
16070, Private
16071, State-gov
16072, Private
16073, Self-emp-not-inc
16074, Private
16075, Private
16076, Private
16077, Private
16078, Private
16079, Private
16080, Private
16081, State-gov
16082, ?
16083, Self-emp-not-inc
16084, Private
16085, State-gov
16086, Private
16087, Private
16088, Private
16089, Private
16090, Private
16091, Private
16092, State-gov
16093, Local-gov
16094, Private
16095, Private
16096, Private
16097, Private
16098, Private
16099, Private
16100, Federal-gov
16101, Private
16102, Private
16103, ?
16104, Private
16105, State-gov
16106, Private
16107, Private
16108, Private
16109, Private
16110, Private
16111, Federal-gov
16112, Private
16113, Private
16114, Private
16115, Private
16116, Private
16117, ?
16118, State-gov
16119, Private
16120, Local-gov
16121, Private
16122, Private
16123, ?
16124, Private
16125, Private
16126, Private
16127, Private
16128, Private
16129, Private
16130, ?
16131, Private
16132, Private
16133, Local-gov
16134, Private
16135, Private
16136, ?
16137, Private
16138, Private
16139, Self-emp-not-inc
16140, Private
16141, Local-gov
16142, Private
16143, Federal-gov
16144, Private
16145, Private
16146, ?
16147, Private
16148, Self-emp-inc
16149, Private
16150, Private
16151, ?
16152, Private
16153, Private
16154, Private
16155, ?
16156, Self-emp-not-inc
16157, Private
16158, Private
16159, Private
16160, Federal-gov
16161, Private
16162, Self-emp-not-inc
16163, Private
16164, Self-emp-inc
16165, Private
16166, Private
16167, Private
16168, Private
16169, Private
16170, Private
16171, Private
16172, Private
16173, ?
16174, Private
16175, Private
16176, Self-emp-not-inc
16177, Private
16178, Private
16179, ?
16180, Private
16181, Local-gov
16182, Private
16183, Private
16184, Private
16185, ?
16186, Private
16187, Federal-gov
16188, Private
16189, Private
16190, Private
16191, Private
16192, Private
16193, Private
16194, Private
16195, Private
16196, ?
16197, Private
16198, Private
16199, Private
16200, State-gov
16201, Private
16202, Private
16203, Private
16204, Private
16205, Private
16206, Private
16207, Private
16208, Local-gov
16209, Private
16210, Private
16211, Private
16212, ?
16213, Private
16214, Private
16215, Private
16216, Private
16217, Private
16218, Private
16219, Private
16220, Private
16221, ?
16222, Private
16223, Self-emp-not-inc
16224, Self-emp-not-inc
16225, Private
16226, Private
16227, Private
16228, Private
16229, Private
16230, Private
16231, Private
16232, Private
16233, Self-emp-not-inc
16234, Private
16235, Private
16236, Private
16237, Federal-gov
16238, Private
16239, Self-emp-not-inc
16240, Private
16241, Private
16242, Self-emp-not-inc
16243, Self-emp-not-inc
16244, Private
16245, Private
16246, Self-emp-inc
16247, Private
16248, Private
16249, Private
16250, Private
16251, Self-emp-not-inc
16252, Private
16253, Private
16254, Private
16255, Private
16256, Private
16257, Private
16258, Private
16259, Self-emp-not-inc
16260, Self-emp-not-inc
16261, Private
16262, Local-gov
16263, Private
16264, Self-emp-inc
16265, Local-gov
16266, Private
16267, Federal-gov
16268, Self-emp-not-inc
16269, Self-emp-not-inc
16270, Private
16271, Private
16272, Private
16273, Private
16274, Private
16275, Private
16276, Private
16277, Private
16278, Private
16279, Private
16280, Private
16281, Private
16282, Private
16283, Private
16284, Self-emp-not-inc
16285, Private
16286, Private
16287, Private
16288, Local-gov
16289, Private
16290, Private
16291, Private
16292, ?
16293, Private
16294, ?
16295, Private
16296, Private
16297, Private
16298, Private
16299, Private
16300, Private
16301, Private
16302, Self-emp-not-inc
16303, Private
16304, Private
16305, Private
16306, Private
16307, Private
16308, Private
16309, Private
16310, Private
16311, State-gov
16312, Private
16313, Private
16314, Local-gov
16315, Private
16316, Private
16317, Private
16318, Private
16319, Private
16320, Private
16321, Private
16322, Private
16323, Local-gov
16324, Private
16325, Private
16326, Private
16327, Private
16328, Private
16329, Private
16330, Local-gov
16331, Federal-gov
16332, Private
16333, Private
16334, Private
16335, Self-emp-not-inc
16336, Private
16337, Private
16338, Self-emp-not-inc
16339, State-gov
16340, Private
16341, Private
16342, Private
16343, Private
16344, Private
16345, Private
16346, ?
16347, State-gov
16348, Private
16349, Private
16350, Private
16351, Private
16352, Private
16353, Private
16354, Private
16355, Private
16356, Private
16357, Private
16358, Private
16359, Self-emp-not-inc
16360, Private
16361, Private
16362, Local-gov
16363, Private
16364, Private
16365, Private
16366, Private
16367, Private
16368, Private
16369, Self-emp-not-inc
16370, Local-gov
16371, Private
16372, Private
16373, Private
16374, Private
16375, Private
16376, Private
16377, Self-emp-not-inc
16378, Private
16379, ?
16380, Private
16381, Private
16382, ?
16383, Private
16384, Private
16385, Private
16386, Private
16387, Private
16388, Private
16389, Private
16390, Local-gov
16391, Private
16392, Private
16393, Private
16394, Local-gov
16395, Private
16396, Private
16397, Private
16398, Private
16399, ?
16400, Federal-gov
16401, Private
16402, Private
16403, Private
16404, ?
16405, Private
16406, Self-emp-not-inc
16407, Private
16408, State-gov
16409, Self-emp-not-inc
16410, ?
16411, Private
16412, Private
16413, Private
16414, Private
16415, Private
16416, Private
16417, Private
16418, Private
16419, Private
16420, Private
16421, Federal-gov
16422, Self-emp-inc
16423, Private
16424, Private
16425, Private
16426, Private
16427, Self-emp-not-inc
16428, Private
16429, Private
16430, State-gov
16431, Private
16432, Private
16433, Private
16434, Private
16435, Private
16436, Private
16437, Private
16438, Self-emp-not-inc
16439, Private
16440, Private
16441, Private
16442, Private
16443, State-gov
16444, Private
16445, Private
16446, Self-emp-not-inc
16447, Private
16448, Self-emp-not-inc
16449, Private
16450, Private
16451, Private
16452, Private
16453, Private
16454, ?
16455, Private
16456, ?
16457, Private
16458, Federal-gov
16459, Private
16460, Private
16461, Private
16462, State-gov
16463, Private
16464, Local-gov
16465, Self-emp-not-inc
16466, Federal-gov
16467, Private
16468, Self-emp-not-inc
16469, Private
